Airline,Departure_Airport,Arrival_Airport,Scheduled_Dep_Hour,Scheduled_Arr_Hour,Day_of_Week,Month,Holiday_Season,Weather_Condition,Temperature,Wind_Speed,Visibility,Rain_mm,Departure_Traffic,Arrival_Traffic,Delay
SpiceJet,HYD,BOM,22,7,3,4,0,Thunderstorm,19,29,6,1,Low,High,64.39
SpiceJet,HYD,BOM,18,11,2,10,1,Thunderstorm,22,10,4,4,Medium,Low,109.59
Air India,DEL,GOI,22,1,3,3,1,Clear,10,22,1,10,High,Medium,69.96
GoAir,HYD,HYD,10,11,5,8,1,Thunderstorm,11,13,3,10,Medium,Low,93.26
Vistara,MAA,BLR,10,4,1,1,0,Clear,12,12,9,13,Low,Medium,29.09
Vistara,MAA,HYD,22,21,5,9,0,Fog,18,19,6,12,Low,Low,57.43
IndiGo,GOI,BOM,12,4,3,1,1,Storm,14,25,2,7,Low,Low,111.47
GoAir,DEL,DEL,10,12,4,2,1,Clear,19,26,9,14,Medium,High,54.77
SpiceJet,GOI,BOM,17,8,6,8,0,Clear,19,24,4,11,Medium,High,17.77
Air India,GOI,HYD,22,9,3,9,1,Thunderstorm,21,8,8,2,High,Medium,94.18
IndiGo,CCU,BLR,14,0,0,7,0,Clear,27,8,7,4,High,Medium,18.5
Vistara,BOM,CCU,0,2,3,3,1,Rain,35,15,3,5,Low,Low,27.01
SpiceJet,BOM,GOI,20,17,4,7,0,Rain,30,11,8,1,Low,High,19.38
SpiceJet,HYD,GOI,6,11,0,6,0,Fog,30,9,4,7,High,Medium,65.86
Air India,HYD,GOI,22,2,2,2,0,Clear,10,5,2,4,Low,Medium,23.64
Vistara,CCU,CCU,12,8,0,3,0,Thunderstorm,12,17,5,16,High,Medium,86.69
GoAir,HYD,GOI,11,1,5,11,1,Thunderstorm,14,1,1,1,Medium,Low,53.88
SpiceJet,BOM,BLR,17,2,1,12,0,Storm,34,26,8,10,Low,Medium,97.08
Air India,GOI,CCU,23,13,5,10,1,Fog,35,19,8,3,Low,Medium,53.03
GoAir,BLR,GOI,18,3,6,10,0,Thunderstorm,26,8,3,10,High,High,64.18
Vistara,MAA,CCU,14,18,0,12,0,Storm,17,18,1,8,Medium,High,71.51
SpiceJet,BLR,HYD,7,12,2,5,1,Thunderstorm,26,5,4,5,Low,High,106.94
GoAir,BLR,BLR,18,6,3,10,1,Storm,18,1,9,1,Low,Low,91.26
GoAir,BOM,MAA,9,11,0,4,1,Rain,15,14,9,14,High,High,37.45
GoAir,BLR,DEL,6,2,5,2,0,Rain,26,16,1,4,Medium,High,48.97
SpiceJet,CCU,GOI,17,22,0,4,0,Thunderstorm,17,15,7,11,High,High,58.22
SpiceJet,DEL,DEL,15,22,0,12,1,Fog,30,27,6,12,Medium,High,100.3
IndiGo,HYD,CCU,19,8,0,8,0,Clear,16,20,7,16,Medium,Medium,25.33
Vistara,DEL,DEL,5,1,2,5,1,Fog,16,7,7,3,High,Low,88.7
Air India,GOI,BLR,8,21,4,5,0,Fog,24,9,8,9,High,Medium,65.94
GoAir,MAA,BLR,20,8,4,12,0,Clear,16,9,8,0,Medium,Medium,19.99
IndiGo,HYD,BOM,12,11,0,12,0,Rain,31,17,2,10,High,Low,37.1
Air India,BLR,GOI,20,11,2,10,1,Rain,36,9,4,15,Low,Medium,33.69
IndiGo,MAA,BOM,7,14,2,3,0,Clear,17,8,4,10,Low,High,42.02
SpiceJet,HYD,DEL,15,1,6,8,1,Storm,18,27,8,8,Low,Low,72.93
GoAir,CCU,MAA,12,17,0,6,1,Fog,37,23,3,1,Low,Medium,96.41
Air India,CCU,BOM,12,12,5,2,0,Thunderstorm,24,18,3,6,Low,Medium,66.12
Air India,CCU,BOM,16,13,5,2,1,Rain,11,0,2,18,High,High,60.26
Air India,CCU,BLR,22,4,1,9,1,Thunderstorm,16,3,1,17,Medium,Medium,86.97
Air India,BLR,MAA,19,9,0,7,0,Clear,24,23,8,19,High,Medium,46.9
Air India,DEL,CCU,4,11,1,10,1,Thunderstorm,27,2,9,6,Low,Medium,62.37
IndiGo,HYD,DEL,21,9,5,9,1,Thunderstorm,31,9,9,8,Low,Low,85.36
GoAir,BLR,BOM,20,23,5,6,0,Fog,27,11,8,11,High,Low,70.81
SpiceJet,CCU,MAA,16,10,0,5,0,Clear,19,17,5,2,High,Medium,50.96
SpiceJet,GOI,GOI,8,1,1,12,0,Thunderstorm,31,22,1,15,Medium,Medium,78.49
SpiceJet,DEL,MAA,1,4,1,1,1,Rain,27,19,9,6,Low,High,54.79
SpiceJet,GOI,DEL,17,6,0,12,1,Clear,10,5,6,4,High,Low,35.5
IndiGo,MAA,MAA,8,5,6,6,0,Rain,16,20,7,6,Medium,Low,21.63
Vistara,GOI,MAA,5,21,1,6,1,Storm,12,1,8,18,Low,Low,71.74
GoAir,MAA,MAA,10,22,6,3,0,Thunderstorm,23,9,5,16,Low,Medium,97.01
Air India,MAA,GOI,5,2,3,3,0,Clear,21,1,6,15,Low,High,52.97
Vistara,CCU,BOM,5,12,5,3,0,Rain,23,29,7,18,High,High,36.42
SpiceJet,MAA,DEL,12,2,4,3,1,Thunderstorm,38,8,7,17,Low,Medium,93.56
Vistara,BOM,GOI,10,23,6,7,1,Fog,13,26,2,18,Low,Medium,100.63
GoAir,HYD,MAA,13,20,6,10,0,Rain,22,9,1,3,Medium,High,34.3
Air India,HYD,MAA,1,5,6,11,0,Rain,25,1,8,0,High,High,12.57
Air India,CCU,BOM,7,10,2,2,1,Storm,25,7,5,3,Medium,Low,66.71
GoAir,BOM,DEL,2,16,1,10,0,Fog,31,23,2,3,High,Medium,34.21
GoAir,GOI,BLR,22,9,1,10,1,Storm,14,16,3,8,Low,Low,86.91
SpiceJet,BLR,GOI,20,11,2,2,0,Fog,29,16,6,7,Medium,High,67.58
Air India,GOI,BOM,2,16,1,3,0,Rain,34,28,6,1,High,Low,23.22
Vistara,BLR,DEL,0,3,2,10,1,Storm,15,3,8,5,High,High,121.54
IndiGo,MAA,GOI,23,1,6,12,1,Thunderstorm,15,17,5,10,Low,High,93.27
IndiGo,DEL,MAA,18,10,0,7,1,Fog,27,11,5,3,Low,Low,75.71
GoAir,BLR,DEL,17,6,3,3,1,Rain,15,16,7,13,Medium,Medium,37.78
SpiceJet,DEL,DEL,16,1,6,7,1,Clear,16,8,5,8,Medium,Low,51.05
IndiGo,HYD,CCU,19,17,3,9,0,Fog,33,28,9,1,High,Low,74.1
Air India,DEL,DEL,23,20,5,11,0,Fog,39,18,6,0,Medium,Medium,64.42
GoAir,HYD,BLR,12,3,6,10,1,Thunderstorm,33,13,7,3,Low,Medium,75.94
Vistara,BOM,DEL,2,7,4,12,1,Fog,25,13,8,11,Medium,Low,69.29
GoAir,BOM,BLR,0,19,1,11,0,Fog,18,29,5,4,Medium,High,64.5
Vistara,CCU,MAA,3,13,4,4,0,Thunderstorm,35,16,4,8,High,Low,57.68
GoAir,CCU,BLR,12,11,0,7,1,Thunderstorm,36,1,8,3,Low,High,60.11
GoAir,MAA,GOI,16,21,3,9,1,Storm,22,7,9,15,High,Medium,78.01
GoAir,BLR,MAA,10,20,6,8,0,Rain,21,4,1,1,Low,Medium,30.87
Vistara,MAA,MAA,1,17,0,8,1,Rain,28,26,3,15,Low,High,59.81
Vistara,HYD,BLR,15,10,0,9,0,Storm,35,6,4,15,High,Low,91.24
GoAir,MAA,BOM,1,7,1,5,0,Rain,32,21,7,10,Medium,Medium,27.84
IndiGo,DEL,HYD,18,1,0,5,1,Fog,32,28,6,0,High,High,110.49
SpiceJet,HYD,DEL,22,14,6,3,0,Storm,10,15,1,14,Medium,High,74.23
SpiceJet,CCU,CCU,18,8,6,5,0,Storm,17,15,4,3,High,Low,84.09
SpiceJet,BOM,HYD,15,18,3,8,0,Rain,13,16,6,17,High,High,35.62
Vistara,CCU,DEL,21,19,6,12,1,Clear,30,21,3,16,Medium,High,57.55
Vistara,BLR,DEL,18,7,4,5,0,Rain,39,26,2,6,Medium,Low,31.86
IndiGo,HYD,MAA,8,18,3,4,1,Clear,31,6,2,17,Medium,Medium,21.28
SpiceJet,HYD,DEL,0,4,1,8,0,Storm,28,19,4,12,High,Medium,93.93
SpiceJet,DEL,CCU,9,10,3,7,0,Clear,30,7,1,19,Medium,Medium,50.17
GoAir,BLR,DEL,18,14,2,6,0,Fog,35,7,2,19,Medium,High,77.09
Vistara,BOM,BLR,0,7,4,5,0,Thunderstorm,14,22,2,9,Medium,High,59.49
SpiceJet,GOI,HYD,1,18,2,5,0,Clear,26,10,4,0,Low,Low,2.92
IndiGo,HYD,BLR,15,22,2,10,1,Thunderstorm,12,14,4,1,Medium,High,107.4
IndiGo,HYD,CCU,11,7,5,2,1,Fog,28,17,1,16,Medium,High,70.81
SpiceJet,DEL,DEL,7,18,6,4,0,Thunderstorm,10,5,7,2,Medium,Medium,33.35
Vistara,MAA,GOI,22,17,1,8,1,Fog,38,21,7,16,Low,High,90.82
IndiGo,BOM,CCU,17,9,0,8,1,Thunderstorm,32,11,1,11,Low,High,98.95
GoAir,CCU,MAA,1,6,2,11,0,Thunderstorm,10,14,8,11,Medium,High,86.01
IndiGo,BLR,BLR,12,8,3,1,1,Rain,32,27,7,19,Medium,Low,44.92
Air India,HYD,BLR,5,0,0,2,1,Clear,29,22,7,9,Medium,High,62.87
Air India,HYD,BOM,20,18,3,5,1,Thunderstorm,18,5,6,6,Medium,Low,98.47
Vistara,CCU,DEL,5,4,3,9,1,Storm,32,17,4,9,Low,Medium,81.52
SpiceJet,BOM,MAA,8,18,0,10,0,Rain,14,23,8,17,Medium,High,12.23
Vistara,MAA,GOI,15,0,0,11,1,Clear,16,19,2,5,Low,Low,39.81
Vistara,HYD,BLR,10,14,6,12,0,Rain,34,8,7,6,High,Medium,43.02
Vistara,BOM,BLR,6,15,3,11,0,Clear,35,7,3,16,Low,High,28.03
Vistara,CCU,MAA,9,22,1,7,1,Fog,15,13,3,11,High,Low,105.01
GoAir,DEL,CCU,9,6,6,10,0,Thunderstorm,26,18,7,16,Low,Low,83.87
GoAir,MAA,CCU,19,11,4,5,1,Storm,31,18,3,17,Low,Medium,88.6
IndiGo,BLR,DEL,17,7,5,1,0,Rain,26,7,5,13,Low,High,37.91
Air India,HYD,BOM,23,4,4,6,1,Rain,22,1,8,10,Medium,High,59.1
Vistara,BOM,BLR,19,9,1,12,1,Rain,21,24,4,1,Low,High,24.79
IndiGo,DEL,BOM,8,20,6,8,0,Rain,13,3,7,0,Medium,Low,5.18
Air India,BLR,CCU,14,4,5,7,1,Thunderstorm,39,5,7,10,Low,High,123.97
SpiceJet,GOI,CCU,3,16,6,2,1,Clear,17,2,2,1,Low,Low,21.75
GoAir,BOM,HYD,7,4,0,12,1,Thunderstorm,14,2,8,15,High,Low,93.71
Air India,BOM,GOI,8,21,5,5,1,Fog,14,18,9,2,Low,Medium,51.76
SpiceJet,BLR,DEL,12,14,3,11,0,Thunderstorm,22,10,6,19,Medium,Low,61.69
Air India,DEL,HYD,8,12,4,4,0,Thunderstorm,35,28,5,0,High,Medium,57.56
GoAir,GOI,GOI,3,0,5,9,0,Fog,20,9,1,19,High,Medium,83.78
GoAir,CCU,HYD,16,10,3,10,1,Thunderstorm,17,11,1,7,Low,High,90.63
IndiGo,DEL,HYD,15,22,6,1,0,Clear,17,13,9,18,Low,Medium,20.09
Vistara,MAA,DEL,14,0,1,12,1,Storm,10,29,4,0,High,High,79.27
Air India,HYD,DEL,2,10,5,6,1,Fog,22,29,1,4,Medium,Medium,79.62
Air India,BLR,MAA,19,17,3,3,1,Rain,38,27,3,0,Low,Low,19.19
SpiceJet,CCU,BOM,4,17,6,11,0,Clear,14,17,6,10,High,High,27.27
GoAir,GOI,BOM,22,20,6,9,0,Storm,37,23,8,8,Medium,Low,43.29
Air India,BLR,MAA,4,15,6,5,0,Clear,30,8,2,4,Low,High,16.84
GoAir,BLR,MAA,19,12,1,6,0,Clear,17,14,8,1,High,Low,17.28
Air India,DEL,CCU,14,6,0,11,1,Rain,26,23,1,12,High,Medium,45.01
IndiGo,HYD,GOI,17,0,1,9,0,Storm,32,25,2,17,Low,High,73.77
Vistara,MAA,HYD,14,15,1,9,0,Clear,32,2,8,11,Medium,High,44.94
Air India,BOM,MAA,1,0,4,8,0,Rain,22,22,7,13,Medium,High,37.84
GoAir,BOM,BLR,12,16,6,9,0,Fog,18,10,5,4,High,Medium,84.58
IndiGo,BLR,BOM,3,5,3,4,1,Rain,11,9,2,9,Medium,Low,46.65
Air India,HYD,MAA,9,1,5,6,0,Thunderstorm,28,17,9,19,High,Medium,73.07
SpiceJet,GOI,BLR,12,16,4,5,0,Rain,29,3,5,1,Low,Medium,16.36
Vistara,GOI,BLR,9,5,6,5,0,Rain,26,27,8,3,Medium,Medium,7.41
Air India,CCU,BLR,8,13,2,4,1,Rain,16,12,4,11,Low,Low,26.29
IndiGo,DEL,CCU,7,17,1,2,0,Clear,39,29,9,10,High,Medium,18.66
SpiceJet,HYD,CCU,2,5,2,12,0,Storm,35,28,7,3,Low,High,78.38
IndiGo,HYD,BLR,15,9,6,6,0,Rain,12,5,2,10,Medium,Medium,23.32
IndiGo,DEL,GOI,13,23,4,9,1,Rain,28,26,3,8,Low,Low,47.25
SpiceJet,GOI,CCU,8,17,3,12,1,Thunderstorm,28,20,2,9,Medium,High,118.1
IndiGo,GOI,HYD,20,8,4,1,0,Thunderstorm,33,12,5,5,Medium,Low,40.26
SpiceJet,GOI,BLR,10,7,3,7,0,Fog,18,24,2,14,Medium,Medium,60.06
Air India,BLR,HYD,2,9,3,6,1,Fog,19,25,5,9,Medium,Low,99.56
SpiceJet,HYD,HYD,4,16,6,3,1,Thunderstorm,38,19,9,5,Medium,High,63.71
SpiceJet,BOM,BLR,9,22,0,1,1,Storm,23,4,2,0,High,Low,119.5
Vistara,DEL,BOM,12,5,6,4,1,Fog,27,19,9,19,Low,High,82.29
SpiceJet,GOI,GOI,3,13,1,9,1,Storm,35,13,7,3,High,High,106.96
SpiceJet,CCU,BLR,23,21,4,2,0,Thunderstorm,24,12,7,13,Low,Medium,64.01
Air India,GOI,BLR,12,21,3,3,0,Fog,35,13,5,19,Low,Medium,89.85
Vistara,GOI,CCU,11,5,6,2,0,Rain,10,7,8,19,Low,High,48.73
GoAir,MAA,BLR,4,6,6,2,0,Thunderstorm,39,15,7,7,High,Low,58.69
Air India,BLR,BOM,9,11,4,10,1,Fog,34,12,6,10,Medium,High,133.45
Air India,DEL,CCU,23,2,4,11,1,Storm,15,23,2,14,Medium,Medium,66.87
GoAir,MAA,DEL,8,13,3,11,1,Storm,39,14,6,18,High,Low,89.02
SpiceJet,MAA,DEL,19,21,5,8,1,Fog,24,18,2,7,Medium,High,77.5
IndiGo,CCU,HYD,6,18,2,3,1,Storm,34,0,1,12,Low,Medium,96.46
Vistara,HYD,GOI,1,22,1,7,0,Fog,15,21,9,17,Medium,High,45.6
IndiGo,CCU,HYD,21,15,1,8,0,Fog,27,1,5,16,Medium,High,71.57
GoAir,HYD,BOM,23,6,5,3,0,Storm,10,17,4,5,Medium,High,60.83
Air India,HYD,MAA,22,7,0,2,0,Clear,39,18,8,14,Low,Low,8.68
Air India,DEL,GOI,6,17,5,8,0,Rain,33,7,5,12,Medium,Medium,25.4
Vistara,GOI,DEL,7,12,0,3,1,Thunderstorm,12,2,7,17,Medium,Medium,66.16
Air India,DEL,HYD,6,20,0,7,1,Rain,26,22,3,10,Medium,High,72.71
Air India,BLR,DEL,20,8,5,12,1,Thunderstorm,25,25,8,12,High,High,85.1
Vistara,HYD,BOM,22,9,1,1,1,Thunderstorm,17,13,8,0,High,High,84.66
Vistara,MAA,BOM,13,20,2,12,1,Rain,37,25,3,17,Medium,Low,23.73
GoAir,GOI,MAA,18,22,1,6,0,Fog,26,8,9,4,High,Medium,92.64
Air India,BOM,MAA,4,8,6,12,0,Storm,17,28,8,5,High,High,64.26
Air India,BLR,CCU,22,14,1,12,0,Clear,26,7,1,0,Low,Medium,17.18
GoAir,DEL,GOI,17,19,1,9,1,Clear,34,16,8,6,High,High,70.95
SpiceJet,CCU,BOM,19,1,5,12,1,Clear,39,22,4,3,High,Medium,48.03
SpiceJet,BLR,HYD,11,12,5,3,1,Rain,18,22,6,8,Medium,High,53.76
SpiceJet,BLR,DEL,22,1,6,7,1,Rain,21,23,9,14,Low,Low,42.01
GoAir,GOI,BLR,16,18,6,6,0,Fog,38,15,5,5,Low,High,78.13
Air India,BLR,MAA,12,1,5,8,1,Clear,34,9,7,16,Low,High,68.49
GoAir,BLR,BLR,1,2,1,3,0,Fog,28,20,1,19,High,High,97.31
GoAir,BOM,HYD,12,5,2,3,1,Clear,13,9,9,17,Medium,High,55.71
SpiceJet,CCU,MAA,6,2,0,4,0,Rain,30,24,6,3,Low,High,29.24
IndiGo,CCU,BLR,9,9,4,3,1,Storm,31,24,4,8,Low,Medium,58.9
Air India,CCU,GOI,22,23,0,9,1,Storm,34,23,6,13,High,Medium,93.19
SpiceJet,HYD,HYD,5,5,6,11,0,Storm,38,5,5,2,Low,Low,61.83
IndiGo,MAA,DEL,2,22,6,4,0,Storm,20,21,3,0,Medium,High,64.31
IndiGo,CCU,GOI,2,15,0,6,1,Thunderstorm,37,16,7,10,Low,Medium,81.37
Vistara,BLR,HYD,17,16,4,8,0,Clear,13,28,3,0,Medium,Medium,12.91
Air India,BLR,CCU,10,18,1,11,1,Storm,23,15,2,11,Medium,High,95.48
IndiGo,CCU,MAA,21,2,2,8,1,Thunderstorm,23,14,4,8,Medium,High,97.45
SpiceJet,GOI,BOM,19,17,2,5,0,Thunderstorm,15,21,7,4,High,Low,49.32
Vistara,CCU,DEL,4,6,0,5,1,Thunderstorm,38,13,5,14,High,Low,112.23
Air India,BLR,GOI,18,8,4,6,1,Fog,26,3,9,17,Medium,Medium,87.26
GoAir,HYD,GOI,21,19,6,10,0,Fog,11,3,7,8,Medium,Low,87.84
SpiceJet,DEL,BLR,18,11,3,7,1,Thunderstorm,17,29,9,12,Low,Medium,67.74
IndiGo,DEL,MAA,14,4,1,10,1,Storm,13,1,9,12,Low,Low,85.69
IndiGo,CCU,BOM,15,2,0,7,1,Clear,19,28,2,12,Low,High,68.99
SpiceJet,BOM,HYD,23,10,2,4,1,Rain,16,10,1,9,High,Low,71.29
IndiGo,CCU,BOM,8,3,6,6,0,Fog,13,29,4,9,Low,Medium,41.19
Vistara,GOI,MAA,3,4,5,7,0,Storm,25,3,4,6,Medium,Low,51.39
Air India,CCU,MAA,14,0,5,5,0,Storm,23,20,2,4,Medium,Medium,79.84
Vistara,DEL,CCU,11,17,4,5,1,Rain,25,28,3,19,High,Medium,50.39
IndiGo,BLR,CCU,22,11,4,2,0,Rain,34,27,3,6,High,Low,23.21
GoAir,CCU,BOM,2,12,0,7,0,Storm,18,20,5,19,Low,Low,84.28
Air India,BLR,HYD,22,8,3,12,0,Rain,13,15,1,9,High,Medium,22.62
Air India,BLR,BOM,13,1,2,6,1,Storm,38,20,9,9,Medium,High,103.76
SpiceJet,BOM,MAA,16,4,0,11,0,Rain,33,3,8,12,Medium,Low,4.37
SpiceJet,BLR,MAA,18,12,3,1,0,Rain,15,0,8,14,High,Medium,46.44
GoAir,DEL,BLR,5,15,6,4,1,Storm,10,29,3,5,Medium,High,90.61
Air India,HYD,CCU,3,15,4,3,1,Thunderstorm,16,25,2,19,High,Medium,92.8
GoAir,HYD,BLR,6,23,5,12,1,Storm,10,23,1,11,Medium,Low,85.27
SpiceJet,MAA,DEL,18,2,1,3,1,Clear,28,18,6,18,Low,Medium,30.95
SpiceJet,GOI,MAA,16,21,6,7,1,Rain,17,1,1,10,High,Medium,75.4
Air India,CCU,BLR,15,3,5,11,1,Fog,34,8,5,5,High,Medium,94.62
Vistara,GOI,BOM,14,10,2,12,0,Rain,12,22,9,0,High,Low,21.7
IndiGo,DEL,CCU,21,22,2,10,0,Clear,10,24,9,1,Medium,High,27.86
SpiceJet,BLR,CCU,7,13,5,4,1,Fog,10,12,4,14,Low,High,88.89
SpiceJet,HYD,HYD,18,2,6,12,1,Fog,16,17,7,3,High,High,86.4
Vistara,GOI,BOM,7,15,5,8,0,Storm,30,15,7,4,Medium,High,68.57
Vistara,DEL,HYD,17,21,3,11,1,Thunderstorm,22,15,4,14,High,Low,124.48
GoAir,HYD,BLR,15,14,0,9,1,Storm,39,24,5,10,Medium,Medium,89.54
GoAir,BLR,GOI,19,9,4,3,0,Fog,10,9,9,9,Low,High,87.17
IndiGo,GOI,DEL,18,8,3,5,1,Fog,25,8,7,16,Medium,High,55.8
IndiGo,HYD,BOM,9,10,1,4,1,Thunderstorm,31,10,7,1,Medium,Low,80.79
Air India,CCU,BOM,16,15,5,12,0,Rain,39,24,7,19,High,Medium,24.89
GoAir,CCU,BOM,12,9,1,10,0,Thunderstorm,31,25,9,9,Medium,Medium,64.84
SpiceJet,MAA,HYD,12,16,1,6,0,Storm,23,28,5,19,High,High,65.22
GoAir,MAA,BLR,6,18,3,11,0,Rain,13,25,6,2,Medium,High,27.67
SpiceJet,HYD,BOM,9,1,4,10,0,Storm,32,3,3,18,Low,Medium,57.61
Vistara,DEL,GOI,1,23,6,4,1,Thunderstorm,32,9,1,4,Medium,Low,76.11
GoAir,CCU,BOM,3,22,2,8,1,Rain,21,2,2,2,High,Medium,65.01
Vistara,DEL,CCU,5,1,0,3,1,Thunderstorm,34,5,8,7,Medium,Medium,75.96
IndiGo,DEL,DEL,23,5,2,11,1,Clear,21,2,1,4,Medium,High,33.33
IndiGo,HYD,CCU,17,18,4,5,1,Fog,26,26,7,11,Low,Low,70.93
Air India,DEL,CCU,22,7,2,1,0,Rain,30,8,5,13,High,Low,17.48
GoAir,CCU,DEL,5,2,5,6,1,Fog,24,2,6,6,Low,Low,88.76
Vistara,BLR,GOI,22,13,5,11,1,Clear,19,17,8,10,Medium,High,48.9
SpiceJet,MAA,BLR,16,15,3,5,1,Rain,12,7,4,7,Low,Low,45.93
IndiGo,BLR,CCU,13,0,1,8,1,Fog,32,21,6,4,Medium,Low,76.07
IndiGo,DEL,BLR,23,20,4,9,1,Fog,29,7,3,7,Medium,High,98.72
SpiceJet,BLR,CCU,10,2,4,8,0,Rain,29,14,7,11,Low,Medium,35.29
Vistara,CCU,MAA,18,21,2,8,1,Fog,38,12,2,14,Low,Low,70.33
Vistara,CCU,DEL,1,17,3,12,1,Fog,21,6,8,18,Medium,Medium,68.08
GoAir,DEL,CCU,2,8,2,3,1,Rain,10,18,7,15,Low,Low,35.47
GoAir,HYD,MAA,10,5,2,4,1,Fog,10,7,8,13,Low,Medium,100.15
Air India,BLR,HYD,5,22,4,11,1,Fog,19,9,2,6,Medium,Medium,104.07
IndiGo,HYD,MAA,13,20,2,4,1,Storm,27,16,3,7,High,High,85.06
GoAir,HYD,BOM,18,0,1,11,0,Storm,24,0,4,6,Low,High,55.43
Vistara,BOM,CCU,15,20,2,5,1,Clear,11,12,9,17,Low,Low,35.46
SpiceJet,DEL,MAA,20,9,1,9,0,Storm,26,28,5,5,High,Low,50.93
Vistara,MAA,BLR,21,5,4,12,0,Storm,17,25,6,18,Low,High,84.66
IndiGo,CCU,HYD,23,22,3,9,1,Clear,31,12,1,3,Medium,Low,28.73
Vistara,CCU,GOI,6,11,5,10,1,Fog,31,23,4,2,Low,Low,96.11
Air India,DEL,CCU,7,3,1,12,1,Fog,35,15,4,16,Medium,High,99.3
IndiGo,GOI,BOM,18,12,3,1,0,Storm,35,28,8,18,High,Medium,88.73
SpiceJet,GOI,GOI,19,16,3,8,1,Clear,18,8,8,14,High,Low,60.75
Air India,GOI,MAA,15,7,1,1,1,Fog,30,9,6,5,High,High,78.42
IndiGo,MAA,GOI,21,19,4,2,1,Thunderstorm,29,5,8,11,Low,Low,57.22
SpiceJet,CCU,GOI,6,2,0,7,0,Rain,20,4,9,18,High,Low,27.86
Air India,DEL,HYD,8,11,3,8,0,Rain,15,1,5,5,Low,High,26.63
Air India,CCU,GOI,12,6,3,1,1,Rain,33,10,1,10,Low,High,53.34
IndiGo,HYD,GOI,0,11,4,3,0,Storm,23,8,1,19,Low,Low,53.64
GoAir,BLR,CCU,7,1,4,7,1,Rain,10,5,2,19,High,Low,53.68
Air India,BLR,HYD,23,23,2,9,0,Rain,16,7,2,9,High,Medium,34.75
Air India,CCU,BOM,21,13,4,8,1,Thunderstorm,33,8,5,15,Low,Medium,51.32
SpiceJet,BOM,MAA,3,21,3,8,0,Fog,18,8,7,17,High,High,99.8
Vistara,MAA,HYD,2,22,1,9,1,Thunderstorm,20,7,7,13,Low,Low,81.29
IndiGo,GOI,HYD,2,4,0,10,1,Storm,33,11,4,3,High,High,102.99
IndiGo,MAA,DEL,21,8,6,3,0,Rain,32,25,4,11,Medium,High,36.97
GoAir,MAA,HYD,12,20,2,8,0,Fog,25,7,3,19,High,Low,66.92
GoAir,HYD,DEL,7,10,6,1,0,Rain,28,2,2,7,High,Medium,46.13
IndiGo,MAA,MAA,6,4,1,8,0,Rain,11,12,3,6,High,High,33.63
GoAir,BLR,GOI,0,2,0,7,0,Storm,24,18,8,8,Low,High,105.76
SpiceJet,HYD,CCU,15,16,0,8,1,Rain,12,1,1,16,Low,Low,22.7
IndiGo,DEL,CCU,5,1,0,1,1,Clear,13,16,4,9,Medium,Medium,20.65
GoAir,MAA,MAA,6,23,5,6,0,Fog,29,15,7,2,Medium,Medium,94.13
IndiGo,MAA,MAA,11,0,1,7,1,Fog,31,3,5,7,Medium,Low,74.59
Vistara,DEL,BLR,22,6,2,11,1,Clear,37,17,2,13,Low,High,46.05
Air India,MAA,GOI,8,13,2,5,0,Storm,16,13,1,6,Medium,Low,32.36
IndiGo,DEL,MAA,10,4,0,5,1,Rain,21,29,6,15,Medium,Low,47.57
Air India,HYD,HYD,9,18,1,7,1,Rain,13,1,5,17,High,Medium,46.81
GoAir,BLR,CCU,20,10,5,11,0,Fog,19,12,3,10,Medium,High,67.87
Air India,DEL,BOM,0,22,0,3,0,Storm,15,26,9,5,High,High,82.87
IndiGo,BOM,CCU,17,1,4,6,1,Storm,34,26,3,19,Low,Medium,82.53
Vistara,DEL,DEL,3,7,6,7,0,Storm,39,20,2,13,Low,High,60.39
GoAir,MAA,CCU,4,8,2,1,1,Rain,31,19,5,12,High,High,60.61
IndiGo,GOI,BLR,8,2,6,12,0,Storm,23,16,9,3,Medium,Low,33.58
GoAir,GOI,GOI,16,1,3,2,0,Clear,12,14,8,19,Low,Low,9.35
SpiceJet,HYD,MAA,2,6,0,12,0,Thunderstorm,26,24,6,19,High,Low,62.54
Air India,CCU,GOI,15,4,4,4,0,Storm,20,29,3,10,Low,High,70.35
SpiceJet,HYD,MAA,4,20,2,8,1,Thunderstorm,19,19,6,17,Low,High,108.31
IndiGo,CCU,CCU,15,4,6,11,0,Rain,35,4,5,0,Medium,High,24.04
Vistara,GOI,BOM,2,19,5,10,0,Storm,38,6,1,11,Low,High,93.96
GoAir,GOI,BOM,19,12,1,6,1,Fog,30,17,5,17,High,Medium,88.93
Air India,DEL,BLR,14,20,2,1,1,Rain,19,23,7,6,Medium,Medium,37.54
GoAir,BLR,DEL,2,19,6,10,1,Clear,19,10,9,11,High,High,52.01
IndiGo,BOM,CCU,19,5,1,5,1,Clear,12,17,1,0,High,Low,52.62
GoAir,HYD,MAA,13,19,6,7,0,Thunderstorm,33,26,3,3,High,Low,52.69
Air India,MAA,CCU,15,17,1,6,1,Thunderstorm,35,25,8,17,Medium,Medium,80.54
IndiGo,CCU,BLR,16,1,5,12,0,Fog,24,4,6,14,Low,Medium,65.95
GoAir,MAA,HYD,23,5,5,9,1,Fog,26,12,5,2,High,High,75.96
Vistara,BLR,HYD,19,8,0,8,0,Clear,36,27,2,6,Low,High,23.41
